ID,gender,region,age,city,q1_rating,q1_reason,q2_rating,q2_reason,q2_reason-Comment,q3_rating,q3_reason,q4_1_rating,q5_1_rating,rating_outside_توفر المنتجات البترولية,rating_outside_المسافات بين المحطات,rating_outside_النظافة العامة لمرافق المحطة,rating_outside_نظافة وصيانة المسجد,rating_outside_نظافة دورات المياه,rating_outside_مظهر العاملين,rating_outside_تنوع العلامات التجارية (مطاعم ومقاهي),rating_outside_مستوى التموينات,rating_outside_خدمات السيارات (مغسلة - تغيير زيوت...),rating_inside_توفر المنتجات البترولية,rating_inside_المسافات بين المحطات,rating_inside_النظافة العامة لمرافق المحطة,rating_inside_توفر المصليات,rating_inside_توفر دورات المياه,rating_inside_مظهر العاملين,rating_inside_التموينات,rating_inside_خدمة تعبئة الماء والهواء المجانية,question1,HappendAt,InstanceId
20421,"ذكر","منطقة تبوك","من 40 إلى 55 سنة","البدع","3","ضعف التقدم في تطوير المحطات","4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","3","3","4","4","3","3","2","3","2","3","3","4","4","3","3","2","4","4","2",,"5/1/2025, 7:13:46 PM",
20422,"ذكر","منطقة المدينة المنورة","من 30 إلى 39 سنة","المدينة المنورة","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 7:39:58 PM",
20423,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"أقترح زيادة الرقابة على جودة الطعام الموجود بالمطاعم خارج المدن فى المحطات على الطرق الخارجية","5/18/2025, 10:11:55 PM",
20424,"ذكر","منطقة عسير","من 30 إلى 39 سنة","أبها","3","التفاوت في الخدمات المقدمة","4",,,"5",,"4","3",,,,,,,,,,"4","5","4","3","2","4","4","4","تدريب عاملي المحطه عند فتح غطاء البنزين وإغلاقه مما يودي الى خدوش في المركبات وخاصة الجديده","5/18/2025, 9:48:39 PM",
20425,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","2","4","4","5","4","3","3","3","3","4","4",,,,,,,,,"لازم بشكل عاجل ازاله مغاسل السيارت لأنها مسببه زحمة وارباك والتصريح لها على اي شارع تجاري وجميل لو تلحقها الزيوت زحمة وصغر مساحة وقلق وازعاج ","5/1/2025, 8:47:55 PM",
20426,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الأحساء","3","التفاوت في الخدمات المقدمة","5",,,"5",,"3","4","5","5","3","3","1","3","4","5","3",,,,,,,,,,"5/1/2025, 7:37:21 PM",
20427,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","الطائف","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/19/2025, 4:28:17 PM",
20428,"ذكر","منطقة جازان","من 40 إلى 55 سنة","صبيا","5",,"4",,,"5",,"3","5","5","4","4","5","5","5","4","4","4",,,,,,,,,,"5/18/2025, 8:27:06 PM",
20429,"ذكر","منطقة الرياض","من 56 إلى 60 سنة","الرياض","5",,"5",,,"5",,"5","4",,,,,,,,,,,,,,,,,,"النظافة مطلب اساسي في دورات مياه المحطات","5/18/2025, 9:51:03 PM",
20430,"ذكر","منطقة عسير","من 40 إلى 55 سنة","بارق","4",,"5",,,"4",,"4","4",,,,,,,,,,,,,,,,,,"توفير كشك مكيف لعامل المحطة ، إلزام المحطات بتصاميم جميلة ","5/18/2025, 9:45:01 PM",
20431,"ذكر","منطقة الرياض","من 56 إلى 60 سنة","الرياض","4",,"5",,,"5",,"3","5","5","5","4","4","3","5","4","4","4",,,,,,,,,"الزام المحطات بتوفير أماكن للإستحمام منعزلة عن دورات المياه حتى لو كانت برسوم","5/18/2025, 4:44:09 PM",
20432,"ذكر","منطقة مكة المكرمة","من 56 إلى 60 سنة","مكة المكرمة","3","other","5",,,"5",,"4","3",,,,,,,,,,"5","5","2","3","3","4","4","2","منع العكس داخ المحطات عدم التعبئه للسيارات العاكسه للاتجاه  مما يساعد في ذالك الزام محطات الوقود بتغيير ليات التعبئه بحيث تصل لفتحته التعبئه في السيارات سواء كانت يمين او يسار الحد من تكدس المحلات  بفررض عدد او مسافه حسب حجم ومساحة المحطه منع عدو البيئه والنظافه "" الاكياس البلاستيكيه""","5/18/2025, 8:12:29 PM",
20433,"ذكر","منطقة مكة المكرمة","أكثر من 60 سنة","جدة","4",,"5",,,"4",,"4","5",,,,,,,,,,,,,,,,,,"الزام كل المحظات بتوفير الدفع بالفيزا","5/1/2025, 6:26:19 PM",
20434,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","2","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات
other","3","عدم توفر وقود 91",,"2","عدم توفر الدفع بالبطاقات الائتمانية","1","1","3","3","1","1","1","2","2","2","3","2","2","1","1","1","1","2","2","الرجاء تطوير الخدمات و عمل جولات تفتيشية مستمرة و الاهتمام بملاحظات العملاء ","5/18/2025, 5:10:44 PM",
20435,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الدمام","3","ضعف التقدم في تطوير المحطات","5",,,"5",,"3","4","5","3","2","4","2","3","4","4","3",,,,,,,,,,"5/1/2025, 6:33:31 PM",
20436,"ذكر","منطقة المدينة المنورة","من 30 إلى 39 سنة","المدينة المنورة","4",,"5",,,"3","other","4","5",,,,,,,,,,,,,,,,,,"فقط يفضل إضافة الدفع عن طريق تابي وتمارا للبانزين لو عن طريق إضافة رصيد في تطبيقات المحطات مثلا اضيف رصيد 200 ريال وادفع تابي او تمارا 50 كل شهر واعبي من المحطة عن طريق التطبيق برصيد ال200 احتاجها مرات عشان تمشيني لاخر الشهر ","5/18/2025, 5:15:18 PM",
20437,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","ضعف التقدم في تطوير المحطات
المظهر العام لمحطات الوقود","4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,"الرقابة نائمة","5/18/2025, 6:01:44 PM",
20438,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","محافظة الدرعية","2","ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة","4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","1","3","4","3","1","1","1","3","2","2","3","4","4","3","3","3","3","3","3",,"5/18/2025, 5:15:28 PM",
20439,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الجبيل","1","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","3","other
عدم توفر وقود 95","بعض المحطات ما يكون موجود فيها ٩٥
مداخل ومخارج المحطات والتنظيم في الخدمات
نظافة المرافق","5",,"1","2","3","3","1","1","1","2","1","1","1","2","3","1","1","1","1","1","2","يوجد نماذج لمحطات بدت منظمة ولكن واجهت تشغيل سئ في مراحل لاحقة مثل محطات أدنوك ومحطات اينوك","5/1/2025, 5:39:25 PM",
20440,"ذكر","منطقة مكة المكرمة","من 18 إلى 29 سنة","مكة المكرمة","3","التفاوت في الخدمات المقدمة","5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية","5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 6:02:03 PM",
20441,"ذكر","منطقة تبوك","من 30 إلى 39 سنة","تبوك","1","ضعف التقدم في تطوير المحطات
المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة","1","عدم توفر وقود 95",,"1","عدم توفر الدفع بالبطاقات الائتمانية","1","1","1","1","1","1","1","1","1","3","2","3","1","1","1","1","1","3","1",,"5/18/2025, 4:58:43 PM",
20442,"ذكر","المنطقة الشرقية","من 56 إلى 60 سنة","الأحساء","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"يجب ان تكون اشاره مضيئه عند تزود المحطه بالوقود  لكي لا تدخل المركبات  للتعبئه","5/18/2025, 4:56:06 PM",
20443,"ذكر","منطقة الرياض","أكثر من 60 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"الرجاء السماح تعبيه الجراكل  للمقطوع  اقل شئي الي تمشئي سيارته للمحطه انتم ماتعلمون وش ظرف المواطن ","5/18/2025, 6:05:28 PM",
20444,"ذكر","منطقة عسير","من 40 إلى 55 سنة","أبها","4",,"4",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","3","4","5","3","4","2","2","4","4","4","4",,,,,,,,,"الزام محطات الوقود بعدم تعبئة البنزين للسيارات التى تعكس المسار ","5/18/2025, 5:42:04 PM",
20445,"ذكر","منطقة تبوك","من 30 إلى 39 سنة","تبوك","2","المظهر العام لمحطات الوقود","2","عدم توفر وقود 91",,"4",,"2","2","2","2","1","1","1","4","1","2","3","3","3","1","1","1",,,"3","الأهتمام بنظافة المسجد في المحطات وكذا بنزيم ٩١ لاينقطع وتوسعت بعض المحطات يكون فيها زحام وتقارب المحلات من بعض في مربع صغير ينتج عنها زحمه وخاصة الأحياء القريبة من المنطقة العكسرية","5/1/2025, 5:38:27 PM",
20446,"ذكر","منطقة مكة المكرمة","من 18 إلى 29 سنة","جدة","1","المظهر العام لمحطات الوقود","3","عدم توفر وقود 95",,"5",,"3","4","2","2","3","3","3","3","3","2","3",,,,,,,,,,"5/10/2025, 11:14:06 AM",
20447,"ذكر","المنطقة الشرقية","من 30 إلى 39 سنة","الأحساء","3","التفاوت في الخدمات المقدمة","5",,,"5",,"3","4","5","5","2","4","1","4","4","5","5",,,,,,,,,,"5/1/2025, 5:55:09 PM",
20448,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","مكة المكرمة","4",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","3","4","5","4","3","3","2","4","4","4","3",,,,,,,,,,"5/1/2025, 5:35:00 PM",
20449,"ذكر","منطقة الرياض","أكثر من 60 سنة","الرياض","4",,"4",,,"5",,"4","3",,,,,,,,,,"4","5","3","2","1","5","3","2","ان تلزم كل محطة وقود بتامين مسّاحة للزجاج مع ماء بمنظف الزجاج مجانا كما هو الحال في معظم محطات الوقود خارج المملكة.","5/1/2025, 5:59:55 PM",
20450,"ذكر","منطقة عسير","من 40 إلى 55 سنة","خميس مشيط","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"شكراً جزيلاً على هذا التطور في محطات الوقود التي صارت واجهة مشرفة ","5/1/2025, 5:48:32 PM",
20451,"ذكر","المنطقة الشرقية","من 18 إلى 29 سنة","الخبر","3","ضعف التقدم في تطوير المحطات
التفاوت في الخدمات المقدمة
المظهر العام لمحطات الوقود","3","عدم توفر ديزل",,"1","عدم توفر الدفع بالبطاقات الائتمانية","4","4",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:46:44 PM",
20452,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","الطائف","3","ضعف التقدم في تطوير المحطات","5",,,"2","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","4","4",,,,,,,,,,,,,,,,,,,"5/18/2025, 6:47:53 PM",
20453,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","المظهر العام لمحطات الوقود","5",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","2","4","5","5","1","2","1","2","4","2","5",,,,,,,,,,"5/1/2025, 5:26:47 PM",
20454,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 11:50:03 PM",
20455,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","حفر الباطن","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"ياليت تهتمون بنوعية العمالة التي تعمل حيث ينقصهم التدريب الكافي للتعامل مع الجمهور وليس للاسف على قدر تطور  المحطات تعاملهم سيئ جداً وهم ٩٠٪؜ من الجنسية البنجلاديشيه  ","5/1/2025, 7:04:26 PM",
20456,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"4",,,"5",,"3","4","4","5","4","4","4","4","5","5","5",,,,,,,,,,"5/19/2025, 2:35:11 PM",
20457,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:42:44 PM",
20458,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"6/15/2025, 8:39:42 PM",
20459,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,,"5/20/2025, 1:19:38 PM",
20460,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,"تقليص عدد الشركات المشغلة ","5/1/2025, 8:50:34 PM",
20461,"أنثى","المنطقة الشرقية","من 18 إلى 29 سنة","رأس تنورة","4",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:49:38 PM",
20462,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","2","ضعف التقدم في تطوير المحطات","3","عدم توفر وقود 95",,"2","عدم توفر الدفع بالبطاقات الائتمانية","4","3",,,,,,,,,,"3","3","3","3","3","3","4","3","‏أتمنى أن نجد محطات نموذجية تشمل جميع الخدمات كما هو موجود في دول الجوار","5/1/2025, 8:13:41 PM",
20463,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"شكرا","5/2/2025, 11:10:25 AM",
20464,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","جدة","3","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات","2","عدم توفر وقود 95",,"5",,"5","3",,,,,,,,,,"3","4","1","4","1","2","4","1","مراقبة المحطات ضعيفة بعضهم لا يقبلوا ادالبطائق الاتمانية ويطلبوا مدى فقط الحمامات لا تطاق ","5/18/2025, 7:04:26 PM",
20465,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"5",,,"1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","3","4","4","5","1","2","1","4","5","5","5",,,,,,,,,"الاهتمام بنظافة دورات المياه ٢- الدفع بالفيزا وغيرها","5/18/2025, 8:53:49 PM",
20466,"ذكر","منطقة المدينة المنورة","من 56 إلى 60 سنة","المدينة المنورة","2","other","5",,,"5",,"2","2","5","1","1","1","1","3","3","4","4","5","4","1","1","1","4","4","4","بعض المحطات في الآونة الآخيرة داخل مساحته صغيرة جداً لا تكاد تدخل إليها ولا تخرج منها !!!","5/18/2025, 5:04:33 PM",
20467,"ذكر","منطقة القصيم","من 30 إلى 39 سنة","عنيزة","4",,"4",,,"5",,"2","5","5","5","5","4","4","5","5","5","4",,,,,,,,,,"5/1/2025, 6:00:45 PM",
20468,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 5:32:37 PM",
20469,"ذكر","منطقة مكة المكرمة","من 18 إلى 29 سنة","بحرة","1","ضعف التقدم في تطوير المحطات
other
المظهر العام لمحطات الوقود","5",,,"5",,"3","3","5","2","1","1","1","3","1","2","1","5","2","2","3",,"3","3","2","اعتماد المحطات على شركات محدده تكون مسوله عن التوفر وانتشار الفروع","5/1/2025, 6:54:28 PM",
20470,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","4",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"لقد تم نقل المحطات الوقود إلى مستوي آخر حيث أنها نقلة نوعية مميزة  واقترح إدارة المرافق و الخدمات تكون شركات ذات تصنيف عالي. ","5/1/2025, 7:13:02 PM",
20471,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","1","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات
other","2","other","الشكل العام والمنظر الحضاري للمحطات","1","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية
other","1","2","3","2","1","1","1","2","1","1","2","1","2","1","1","1","2","2","3","ارجو تسليط الضوء على محطات الوقود لتجمع العماله وسوء استخدام دورات المياة العامه حيث الوساخه منتشره بكل مكان اقتراح ان تمسك المحطات هيئة متخصصه في المحطات حيث اننا بلد مقدم على السياح من كل أنحاء العالم ارجو اخذ هذا بعين الاعتبار ","5/1/2025, 5:59:05 PM",
20472,"ذكر","منطقة مكة المكرمة","من 56 إلى 60 سنة","جدة","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:07:38 PM",
20473,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"5",,,"5",,"3","5","5","4","2","2","2","4","3","3","2",,,,,,,,,,"5/1/2025, 6:45:39 PM",
20474,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"5",,,"5",,"4","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:24:23 PM",
20475,"ذكر","المنطقة الشرقية","أكثر من 60 سنة","الدمام","1","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات
other","1","other","عدم توفر بنزين ٩٨ المطلوب بشكل كبير للسيارات غالية الثمن الأوروبية بالذات.","4",,"1","3","3","3","1","1","1","2","2","1","1","1","3","3","1","1","1","1","3","النظافة النظافة النظافة النظافة النظافة النظافة النظافة النظافة النظافة النظافة النظافة النظافة ♾️ و بالذات دورات المياة والمصليات و أكشاك الاطعمة والقهوة و المنظر العام. ","5/1/2025, 7:54:23 PM",
20476,"ذكر","منطقة القصيم","من 18 إلى 29 سنة","البدائع","5",,"1","other","عدم توفير بنزين 98","3","عدم توفر الدفع بالبطاقات الائتمانية","5","4",,,,,,,,,,,,,,,,,,"توفير بنزين ٩٨ ","5/1/2025, 8:10:48 PM",
20477,"ذكر","منطقة القصيم","أكثر من 60 سنة","بريدة","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"وجود مواقف لكبار السن عند المساجد ","5/1/2025, 6:19:22 PM",
20478,"ذكر","منطقة القصيم","من 56 إلى 60 سنة","عيون الجواء","3","ضعف التقدم في تطوير المحطات","4",,,"5",,"5","4",,,,,,,,,,,,,,,,,,,"5/2/2025, 3:12:55 PM",
20479,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","4",,"5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية
عدم توفر الدفع بالمحافظ الرقمية","2","3","4","2","2","1","1","2","2","4","1","5","5","4","2","2","4","5","1",,"5/1/2025, 8:26:43 PM",
20480,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الدمام","4",,"5",,,"5",,"3","5","5","4","3","3","3","5","4","4","4",,,,,,,,,"لا يوجد في اغلب محطات الوقود مرافق اصحاب الهمم - بعض المحطات فيه صعوبة عند المداخل او المخارج وخاصة في الطرق السريعة  -قلة المواقف وكميرات المراقبة للمرافق","5/18/2025, 5:27:58 PM",
20481,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:41:32 PM",
20482,"ذكر","منطقة نجران","من 40 إلى 55 سنة","نجران","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/1/2025, 6:06:12 PM",
20483,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/19/2025, 6:53:20 AM",
20484,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","4",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,"تطوير المصليات ودورات المياه والاهتمام بها، لان المظاهر غير جيدة في كثير من المحطات داخل وخارج المدن","5/18/2025, 5:51:32 PM",
20485,"ذكر","منطقة تبوك","من 30 إلى 39 سنة","تبوك","3","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","3","عدم توفر وقود 95",,"1","عدم توفر الدفع بالبطاقات الائتمانية","3","3","3","4","1","2","1","1","1","3","1","4","5","2","2","1","2","3","4","تسليم جميع المحطات للشركات الكبرى وعدم تشغليها من قبل الافراد وذلك لضمان جودة عاليه للمحطات والمرافق ","5/18/2025, 4:47:58 PM",
20486,"ذكر","منطقة نجران","من 40 إلى 55 سنة","نجران","1","ضعف التقدم في تطوير المحطات","4",,,"5",,"1","4","3","1","2","1","1","3","1","3","2",,,,,,,,,,"5/2/2025, 9:43:51 AM",
20487,"ذكر","منطقة عسير","من 30 إلى 39 سنة","أبها","5",,"3","عدم توفر ديزل",,"1","عدم توفر الدفع بالبطاقات الائتمانية","4","5",,,,,,,,,,,,,,,,,,,"6/19/2025, 10:21:02 AM",
20488,"أنثى","منطقة الرياض","من 30 إلى 39 سنة","الرياض","5",,"5",,,"5",,"3","5","5","5","4","5","4","5","5","5","5",,,,,,,,,,"5/1/2025, 5:33:32 PM",
20489,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الجبيل","4",,"5",,,"5",,"3","4","5","4","3","3","2","3","3","4","3",,,,,,,,,"الأهتمام أكثر في نظافة المراحيض ","5/2/2025, 11:32:50 AM",
20490,"ذكر","المنطقة الشرقية","من 40 إلى 55 سنة","الأحساء","5",,"4",,,"5",,"4","5",,,,,,,,,,,,,,,,,,"جعل كل محطات الوقود استخدام جميع وسائل الدفع من فيزا ومسر كارد وغيرها من البطاقات الائتمانية","5/1/2025, 8:26:17 PM",
20491,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 4:57:15 PM",
20492,"ذكر","منطقة الرياض","أكثر من 60 سنة","الرياض","4",,"4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,"تعين موظفين عرب لتاكيدالهوية","5/2/2025, 10:46:08 PM",
20493,"ذكر","منطقة القصيم","من 40 إلى 55 سنة","بريدة","5",,"4",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"النظافه العامه وخاصه دورات المياه","5/18/2025, 5:02:45 PM",
20494,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","4",,"5",,,"5",,"3","5","3","3","1","2","1","3","2","4","3",,,,,,,,,,"5/1/2025, 7:33:55 PM",
20495,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الرياض","3","ضعف التقدم في تطوير المحطات","4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","4","3",,,,,,,,,,"3","3","1","2","1","3","3","2","دورات مياه نظيفه  وتوفر الهواء 24 ساعه","5/18/2025, 6:51:10 PM",
20496,"ذكر","منطقة تبوك","من 30 إلى 39 سنة","تبوك","4",,"3","عدم توفر وقود 91",,"5",,"3","5","3","4","1","2","1","4","4","4","4",,,,,,,,,"يجب مراقبةً المحطات التي خارج المنطقه لن هي الضروريه ونظافة المرافق من دورات مياه من مصلي من مطاعم وغيرها لن نفتقد هذي الاشياء ","5/19/2025, 12:44:45 PM",
20497,"ذكر","منطقة الرياض","من 40 إلى 55 سنة","الخرج","5",,"5",,,"5",,"5","5",,,,,,,,,,,,,,,,,,"النظافه وشكرا ","5/18/2025, 7:44:14 PM",
20498,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","الطائف","4",,"4",,,"4",,"4","4",,,,,,,,,,,,,,,,,,,"5/18/2025, 6:46:12 PM",
20499,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","2","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات","5",,,"5",,"1","5","5","2","1","3","3","5","5","5","5",,,,,,,,,"السلام عليكم ورحمة ‏الله وبركاته اقترح أن تكون المحطات على الطرق أحد الشركات الكبار مثل شركة إدريس البترولية و ساسكو البترولية ‏وتكون المسافات بين كل محطة ومحطة ‏80 كيلو متر على الاقل وتوفير وسائل دفع إلكترونية في المحطة دون الحاجة الى استخدام الوسائل الدفع التقليدية مثل شبكة مدى او الدفع نقداً ويكون ذلك بشكل إلكتروني من خلال طرمبة الوقود وتوضع لافتة توضح طريقة استخدام الطرمبة وذلك تسهيل للمسافرين عملية تعبئة تانكي الوقود وعدم الحاجه الى انتظار احد العاملين بالمحطة لان كما تلاحظون بعض الاحيان يذهب العاملون الى الصلاة او تناول الطعام او استخدام دوراة المياه مما يجعل الرحة صعبه بعض الشي هذا رائي الشخصي مع تنمياتي لكم بالتوفيق والازدهار 🙏🏻🤍. ","5/1/2025, 11:04:37 PM",
20500,"ذكر","منطقة الرياض","من 30 إلى 39 سنة","الرياض","3","التفاوت في الخدمات المقدمة
ضعف التقدم في تطوير المحطات","4",,,"4",,"2","3","4","2","2","1","1","4","1","4","3","5","5","5","4","3","5","4","4",,"5/1/2025, 6:17:20 PM",
20501,"ذكر","منطقة القصيم","من 30 إلى 39 سنة","البدائع","2","المظهر العام لمحطات الوقود
ضعف التقدم في تطوير المحطات","5",,,"3","عدم توفر الدفع بالبطاقات الائتمانية","3","3","5","3","2","2","1","2","2","3","2","5","4","1","1","1","3","3","3",,"5/21/2025, 11:56:08 PM",
20502,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","الرياض","5",,"5",,,"5",,"4","4",,,,,,,,,,,,,,,,,,,"5/21/2025, 9:57:09 PM",
20503,"أنثى","منطقة مكة المكرمة","من 30 إلى 39 سنة","جدة","3","التفاوت في الخدمات المقدمة","4",,,"2","عدم توفر الدفع بالبطاقات الائتمانية","2","3","3","3","1","1","1","3","2","3","3","3","3","1","1","1","3","3","1","زيادة فعالية التفتيش على المحطات وخاصة نظافة دورات المياه والمصليات  دائماً ما تكون  مقززه  وغير نظيفه  وهي تؤثر على برامج الدولة السياحية ونظرة الزوار  والسائحين لبلدنا","5/1/2025, 7:25:50 PM",
20504,"ذكر","منطقة الباحة","أكثر من 60 سنة","بنى حسن","3","المظهر العام لمحطات الوقود
التفاوت في الخدمات المقدمة","4",,,"5",,"2","3","4","3","3","3","4","3","3","4","2",,,,,,"2","4","1","اغلب المحطات لا يوجد فيها خدمات متكاملة تموينات متواضعة خدمات سيارات المظهر العام","5/11/2025, 6:05:41 PM",
20505,"ذكر","منطقة مكة المكرمة","من 30 إلى 39 سنة","مكة المكرمة","3","ضعف التقدم في تطوير المحطات","4",,,"5",,"3","3","5","4","1","2","1","2","4","4","4","4","4","2","2","1","3","4","3","تكليف من مالك المحطة عامل نظافة وحارس أمن خصوصا في الليل وعامل لتنظيف دورات المياه بشكل دوري وسريع وإدارة للمحطة لاستقبال الشكاوي والاقتراحات ويجب أن يكون هناك تفتيش بشكل أسبوعي او شهري من قبل لجنة تشكل من مندوب هيئة النقل ومندوب من من الدفاع المدني ومندوب من البلدية... وغيرها من الجهات المعنية والمهنية وان يصنفهم بالمستويات بناء على الخدمات المقدمة بحيث ان تكون هناك منافسة بينهم في تطوير وتقديم الخدمات ","5/1/2025, 6:52:14 PM",
20506,"ذكر","منطقة الرياض","من 18 إلى 29 سنة","المزاحمية","4",,"4",,,"4",,"3","4","3","3","3","4","3","4","3","4","3",,,,,,,,,"توفر بنزين ٩٥ في جميع المواقع + الاهتمام بدورات المياه ","5/18/2025, 4:40:01 PM",
20507,"ذكر","منطقة مكة المكرمة","من 40 إلى 55 سنة","مكة المكرمة","4",,"5",,,"4",,"5","5",,,,,,,,,,,,,,,,,,,"5/18/2025, 5:13:36 PM",
